63497728620.00	82.00	201.00	78.00	1214.00
63497728800.00	10.00	26.00	11.00	731.00
63497728980.00	0.00	0.00	0.00	4.00
63497729160.00	0.00	0.00	0.00	419.50
63497729340.00	0.00	0.00	0.00	796.50
63497729520.00	0.00	0.00	0.00	4.50
63497729700.00	0.00	0.00	0.00	4.50
63497729880.00	0.00	0.00	0.00	4.50
63497730060.00	0.00	0.00	0.00	4.50
63497730240.00	0.00	0.00	0.00	4.50
63497730420.00	0.00	0.00	0.00	4.50
63497730600.00	0.00	0.00	0.00	4.50
63497730780.00	0.00	0.00	0.00	4.50
63497730960.00	0.00	0.00	0.00	4.50
63497731140.00	0.00	0.00	0.00	4.50
63497731320.00	0.00	0.00	0.00	4.50
63497731500.00	0.00	0.00	0.00	4.50
63497731680.00	0.00	0.00	0.00	4.50
63497731860.00	0.00	0.00	0.00	4.50
63497732040.00	0.00	0.00	0.00	4.50
63497732220.00	0.00	0.00	0.00	4.50
63497732400.00	0.00	0.00	0.00	4.50
63497732580.00	0.00	0.00	0.00	4.50
63497732760.00	0.00	0.00	0.00	4.50
63497732940.00	0.00	0.00	0.00	4.50
63497733120.00	0.00	0.00	0.00	4.50
63497733300.00	0.00	0.00	0.00	4.50
63497733480.00	0.00	0.00	0.00	4.50
63497733660.00	0.00	0.00	0.00	4.50
63497733840.00	0.00	0.00	0.00	4.50
63497734020.00	0.00	0.00	0.00	4.50
63497734200.00	0.00	0.00	0.00	4.50
63497734380.00	0.00	0.00	0.00	4.50
63497734560.00	0.00	0.00	0.00	4.50
63497734740.00	0.00	0.00	0.00	4.50
63497734920.00	0.00	0.00	0.00	5.50
63497735100.00	0.00	0.00	0.00	4.50
63497735280.00	0.00	0.00	0.00	4.50
63497735460.00	0.00	0.00	0.00	4.50
63497735640.00	0.00	0.00	0.00	4.50
63497735820.00	0.00	0.00	0.00	4.50
63497736000.00	0.00	0.00	0.00	4.50
63497736180.00	0.00	0.00	0.00	4.50
63497736360.00	0.00	0.00	0.00	5.50
63497736540.00	0.00	0.00	0.00	4.50
63497736720.00	0.00	0.00	0.00	4.50
63497736900.00	0.00	0.00	0.00	5.50
63497737080.00	0.00	0.00	0.00	4.50
63497737260.00	0.00	0.00	0.00	4.50
63497737440.00	0.00	0.00	0.00	4.50
63497737620.00	0.00	0.00	0.00	4.50
63497737800.00	0.00	0.00	0.00	4.50
63497737980.00	0.00	0.00	0.00	4.50
63497738160.00	0.00	0.00	0.00	4.50
63497738340.00	0.00	0.00	0.00	4.50
63497738520.00	0.00	0.00	0.00	4.50
63497738700.00	0.00	0.00	0.00	4.50
63497738880.00	0.00	0.00	0.00	4.50
63497739060.00	0.00	0.00	0.00	4.50
63497739240.00	0.00	0.00	0.00	4.50
63497739420.00	0.00	0.00	0.00	4.50
63497739600.00	0.00	0.00	0.00	4.50
63497739780.00	0.00	0.00	0.00	4.50
63497739960.00	0.00	0.00	0.00	4.50
63497740140.00	0.00	0.00	0.00	4.50
63497740320.00	0.00	0.00	0.00	4.50
63497740500.00	0.00	0.00	0.00	4.50
63497740680.00	0.00	0.00	0.00	4.50
63497740860.00	0.00	0.00	0.00	4.50
63497741040.00	0.00	0.00	0.00	4.50
63497741220.00	0.00	0.00	0.00	4.50
63497741400.00	0.00	0.00	0.00	4.50
63497741580.00	0.00	0.00	0.00	5.50
63497741760.00	0.00	0.00	0.00	4.50
63497741940.00	0.00	0.00	0.00	4.50
63497742120.00	0.00	0.00	0.00	4.50
63497742300.00	0.00	0.00	0.00	4.50
63497742480.00	0.00	0.00	0.00	4.50
63497742660.00	0.00	0.00	0.00	8.50
63497742840.00	0.00	0.00	0.00	4.50
63497743020.00	0.00	0.00	0.00	4.50
63497743200.00	0.00	0.00	0.00	4.50
63497743380.00	0.00	0.00	0.00	4.50
63497743560.00	0.00	0.00	0.00	4.50
63497743740.00	0.00	0.00	0.00	4.50
63497743920.00	0.00	0.00	0.00	4.50
63497744100.00	0.00	0.00	0.00	4.50
63497744280.00	0.00	0.00	0.00	5.50
63497744460.00	0.00	0.00	0.00	5.50
63497744640.00	0.00	0.00	0.00	4.50
63497744820.00	0.00	0.00	0.00	4.50
63497745000.00	0.00	0.00	0.00	4.50
63497745180.00	0.00	0.00	0.00	4.50
63497745360.00	0.00	0.00	0.00	4.50
